2022-12-12 16:08:11,349 INFO    StreamThr :91978 [internal.py:wandb_internal():88] W&B internal server running at pid: 91978, started at: 2022-12-12 16:08:11.345778
2022-12-12 16:08:11,360 DEBUG   HandlerThread:91978 [handler.py:handle_request():139] handle_request: status
2022-12-12 16:08:11,363 DEBUG   SenderThread:91978 [sender.py:send_request():317] send_request: status
2022-12-12 16:08:11,365 DEBUG   SenderThread:91978 [sender.py:send():303] send: header
2022-12-12 16:08:11,366 INFO    WriterThread:91978 [datastore.py:open_for_write():75] open: /Users/slavapirogov/pix2pix/wandb/run-20221212_160811-32asnr0s/run-32asnr0s.wandb
2022-12-12 16:08:11,372 DEBUG   SenderThread:91978 [sender.py:send():303] send: run
2022-12-12 16:08:12,115 DEBUG   HandlerThread:91978 [handler.py:handle_request():139] handle_request: check_version
2022-12-12 16:08:12,131 INFO    SenderThread:91978 [dir_watcher.py:__init__():216] watching files in: /Users/slavapirogov/pix2pix/wandb/run-20221212_160811-32asnr0s/files
2022-12-12 16:08:12,131 INFO    SenderThread:91978 [sender.py:_start_run_threads():928] run started: 32asnr0s with start time 1670854091.327227
2022-12-12 16:08:12,131 DEBUG   SenderThread:91978 [sender.py:send():303] send: summary
2022-12-12 16:08:12,132 INFO    SenderThread:91978 [sender.py:_save_file():1171] saving file wandb-summary.json with policy end
2022-12-12 16:08:12,132 DEBUG   SenderThread:91978 [sender.py:send_request():317] send_request: check_version
2022-12-12 16:08:12,629 DEBUG   HandlerThread:91978 [handler.py:handle_request():139] handle_request: run_start
2022-12-12 16:08:12,640 DEBUG   HandlerThread:91978 [system_info.py:__init__():31] System info init
2022-12-12 16:08:12,641 DEBUG   HandlerThread:91978 [system_info.py:__init__():46] System info init done
2022-12-12 16:08:12,641 INFO    HandlerThread:91978 [system_monitor.py:start():150] Starting system monitor
2022-12-12 16:08:12,641 INFO    SystemMonitor:91978 [system_monitor.py:_start():116] Starting system asset monitoring threads
2022-12-12 16:08:12,643 INFO    HandlerThread:91978 [system_monitor.py:probe():168] Collecting system info
2022-12-12 16:08:12,643 INFO    SystemMonitor:91978 [interfaces.py:start():168] Started cpu
2022-12-12 16:08:12,644 INFO    SystemMonitor:91978 [interfaces.py:start():168] Started disk
2022-12-12 16:08:12,645 DEBUG   HandlerThread:91978 [system_info.py:probe():195] Probing system
2022-12-12 16:08:12,646 INFO    SystemMonitor:91978 [interfaces.py:start():168] Started memory
2022-12-12 16:08:12,648 INFO    SystemMonitor:91978 [interfaces.py:start():168] Started network
2022-12-12 16:08:12,660 DEBUG   HandlerThread:91978 [system_info.py:_probe_git():180] Probing git
2022-12-12 16:08:12,688 DEBUG   HandlerThread:91978 [system_info.py:_probe_git():188] Probing git done
2022-12-12 16:08:12,689 DEBUG   HandlerThread:91978 [system_info.py:probe():241] Probing system done
2022-12-12 16:08:12,689 DEBUG   HandlerThread:91978 [system_monitor.py:probe():177] {'os': 'macOS-10.16-x86_64-i386-64bit', 'python': '3.9.7', 'heartbeatAt': '2022-12-12T14:08:12.645283', 'startedAt': '2022-12-12T14:08:11.301879', 'docker': None, 'cuda': None, 'args': (), 'state': 'running', 'program': '/Users/slavapirogov/pix2pix/train.py', 'codePath': 'train.py', 'git': {'remote': 'https://github.com/messlav/pix2pix.git', 'commit': 'b326c23b1d3c18cbe821a5d80cf9c7621bbc43d9'}, 'email': 'slav.pirogow@yandex.ru', 'root': '/Users/slavapirogov/pix2pix', 'host': 'MacBook-Air-Slava.local', 'username': 'slavapirogov', 'executable': '/Users/slavapirogov/pix2pix/venv/bin/python', 'cpu_count': 2, 'cpu_count_logical': 4, 'cpu_freq': {'current': 1100, 'min': 1100, 'max': 1100}, 'cpu_freq_per_core': [{'current': 1100, 'min': 1100, 'max': 1100}], 'disk': {'total': 233.46913528442383, 'used': 8.220638275146484}, 'memory': {'total': 8.0}}
2022-12-12 16:08:12,689 INFO    HandlerThread:91978 [system_monitor.py:probe():178] Finished collecting system info
2022-12-12 16:08:12,689 INFO    HandlerThread:91978 [system_monitor.py:probe():181] Publishing system info
2022-12-12 16:08:12,689 DEBUG   HandlerThread:91978 [system_info.py:_save_pip():51] Saving list of pip packages installed into the current environment
2022-12-12 16:08:12,690 DEBUG   HandlerThread:91978 [system_info.py:_save_pip():67] Saving pip packages done
2022-12-12 16:08:12,690 INFO    HandlerThread:91978 [system_monitor.py:probe():183] Finished publishing system info
2022-12-12 16:08:12,697 DEBUG   SenderThread:91978 [sender.py:send():303] send: files
2022-12-12 16:08:12,698 INFO    SenderThread:91978 [sender.py:_save_file():1171] saving file wandb-metadata.json with policy now
2022-12-12 16:08:12,707 DEBUG   HandlerThread:91978 [handler.py:handle_request():139] handle_request: stop_status
2022-12-12 16:08:12,707 DEBUG   SenderThread:91978 [sender.py:send_request():317] send_request: stop_status
2022-12-12 16:08:13,053 DEBUG   SenderThread:91978 [sender.py:send():303] send: telemetry
2022-12-12 16:08:13,140 INFO    Thread-13 :91978 [dir_watcher.py:_on_file_created():275] file/dir created: /Users/slavapirogov/pix2pix/wandb/run-20221212_160811-32asnr0s/files/requirements.txt
2022-12-12 16:08:13,140 INFO    Thread-13 :91978 [dir_watcher.py:_on_file_created():275] file/dir created: /Users/slavapirogov/pix2pix/wandb/run-20221212_160811-32asnr0s/files/wandb-metadata.json
2022-12-12 16:08:13,141 INFO    Thread-13 :91978 [dir_watcher.py:_on_file_created():275] file/dir created: /Users/slavapirogov/pix2pix/wandb/run-20221212_160811-32asnr0s/files/output.log
2022-12-12 16:08:13,141 INFO    Thread-13 :91978 [dir_watcher.py:_on_file_created():275] file/dir created: /Users/slavapirogov/pix2pix/wandb/run-20221212_160811-32asnr0s/files/wandb-summary.json
2022-12-12 16:08:13,709 INFO    Thread-16 :91978 [upload_job.py:push():143] Uploaded file /var/folders/mv/4srfnnv53bs0dtldb_0svy300000gn/T/tmpu6i64wtzwandb/31t5wki6-wandb-metadata.json
2022-12-12 16:08:15,144 INFO    Thread-13 :91978 [dir_watcher.py:_on_file_modified():292] file/dir modified: /Users/slavapirogov/pix2pix/wandb/run-20221212_160811-32asnr0s/files/output.log
2022-12-12 16:08:25,934 DEBUG   HandlerThread:91978 [handler.py:handle_request():139] handle_request: partial_history
2022-12-12 16:08:27,210 INFO    Thread-13 :91978 [dir_watcher.py:_on_file_modified():292] file/dir modified: /Users/slavapirogov/pix2pix/wandb/run-20221212_160811-32asnr0s/files/output.log
2022-12-12 16:08:28,060 DEBUG   HandlerThread:91978 [handler.py:handle_request():139] handle_request: stop_status
2022-12-12 16:08:28,061 DEBUG   SenderThread:91978 [sender.py:send_request():317] send_request: stop_status
2022-12-12 16:08:43,178 DEBUG   HandlerThread:91978 [handler.py:handle_request():139] handle_request: partial_history
2022-12-12 16:08:43,187 DEBUG   HandlerThread:91978 [handler.py:handle_request():139] handle_request: partial_history
2022-12-12 16:08:43,190 DEBUG   SenderThread:91978 [sender.py:send():303] send: history
2022-12-12 16:08:43,191 DEBUG   SenderThread:91978 [sender.py:send():303] send: summary
2022-12-12 16:08:43,194 INFO    SenderThread:91978 [sender.py:_save_file():1171] saving file wandb-summary.json with policy end
2022-12-12 16:08:43,327 INFO    Thread-13 :91978 [dir_watcher.py:_on_file_modified():292] file/dir modified: /Users/slavapirogov/pix2pix/wandb/run-20221212_160811-32asnr0s/files/config.yaml
2022-12-12 16:08:43,330 INFO    Thread-13 :91978 [dir_watcher.py:_on_file_modified():292] file/dir modified: /Users/slavapirogov/pix2pix/wandb/run-20221212_160811-32asnr0s/files/wandb-summary.json
2022-12-12 16:08:43,828 DEBUG   HandlerThread:91978 [handler.py:handle_request():139] handle_request: stop_status
2022-12-12 16:08:43,830 DEBUG   SenderThread:91978 [sender.py:send_request():317] send_request: stop_status
2022-12-12 16:08:45,330 INFO    Thread-13 :91978 [dir_watcher.py:_on_file_modified():292] file/dir modified: /Users/slavapirogov/pix2pix/wandb/run-20221212_160811-32asnr0s/files/output.log
2022-12-12 16:08:52,665 DEBUG   HandlerThread:91978 [handler.py:handle_request():139] handle_request: partial_history
2022-12-12 16:08:52,672 DEBUG   HandlerThread:91978 [handler.py:handle_request():139] handle_request: partial_history
2022-12-12 16:08:52,673 DEBUG   SenderThread:91978 [sender.py:send():303] send: history
2022-12-12 16:08:52,673 DEBUG   SenderThread:91978 [sender.py:send():303] send: summary
2022-12-12 16:08:52,678 INFO    SenderThread:91978 [sender.py:_save_file():1171] saving file wandb-summary.json with policy end
2022-12-12 16:08:53,367 INFO    Thread-13 :91978 [dir_watcher.py:_on_file_modified():292] file/dir modified: /Users/slavapirogov/pix2pix/wandb/run-20221212_160811-32asnr0s/files/output.log
2022-12-12 16:08:53,368 INFO    Thread-13 :91978 [dir_watcher.py:_on_file_modified():292] file/dir modified: /Users/slavapirogov/pix2pix/wandb/run-20221212_160811-32asnr0s/files/wandb-summary.json
2022-12-12 16:08:59,218 DEBUG   HandlerThread:91978 [handler.py:handle_request():139] handle_request: stop_status
2022-12-12 16:08:59,218 DEBUG   SenderThread:91978 [sender.py:send_request():317] send_request: stop_status
2022-12-12 16:09:02,612 DEBUG   HandlerThread:91978 [handler.py:handle_request():139] handle_request: partial_history
2022-12-12 16:09:02,618 DEBUG   HandlerThread:91978 [handler.py:handle_request():139] handle_request: partial_history
2022-12-12 16:09:02,619 DEBUG   SenderThread:91978 [sender.py:send():303] send: history
2022-12-12 16:09:02,619 DEBUG   SenderThread:91978 [sender.py:send():303] send: summary
2022-12-12 16:09:02,621 INFO    SenderThread:91978 [sender.py:_save_file():1171] saving file wandb-summary.json with policy end
2022-12-12 16:09:03,412 INFO    Thread-13 :91978 [dir_watcher.py:_on_file_modified():292] file/dir modified: /Users/slavapirogov/pix2pix/wandb/run-20221212_160811-32asnr0s/files/output.log
2022-12-12 16:09:03,413 INFO    Thread-13 :91978 [dir_watcher.py:_on_file_modified():292] file/dir modified: /Users/slavapirogov/pix2pix/wandb/run-20221212_160811-32asnr0s/files/wandb-summary.json
2022-12-12 16:09:12,654 DEBUG   SystemMonitor:91978 [system_monitor.py:_start():130] Starting system metrics aggregation loop
2022-12-12 16:09:12,664 DEBUG   SenderThread:91978 [sender.py:send():303] send: stats
2022-12-12 16:09:14,608 DEBUG   HandlerThread:91978 [handler.py:handle_request():139] handle_request: stop_status
2022-12-12 16:09:14,609 DEBUG   SenderThread:91978 [sender.py:send_request():317] send_request: stop_status
2022-12-12 16:09:22,366 DEBUG   HandlerThread:91978 [handler.py:handle_request():139] handle_request: partial_history
2022-12-12 16:09:22,387 DEBUG   HandlerThread:91978 [handler.py:handle_request():139] handle_request: partial_history
2022-12-12 16:09:22,389 DEBUG   SenderThread:91978 [sender.py:send():303] send: history
2022-12-12 16:09:22,389 DEBUG   SenderThread:91978 [sender.py:send():303] send: summary
2022-12-12 16:09:22,392 INFO    SenderThread:91978 [sender.py:_save_file():1171] saving file wandb-summary.json with policy end
2022-12-12 16:09:22,628 INFO    Thread-13 :91978 [dir_watcher.py:_on_file_modified():292] file/dir modified: /Users/slavapirogov/pix2pix/wandb/run-20221212_160811-32asnr0s/files/wandb-summary.json
2022-12-12 16:09:23,632 INFO    Thread-13 :91978 [dir_watcher.py:_on_file_modified():292] file/dir modified: /Users/slavapirogov/pix2pix/wandb/run-20221212_160811-32asnr0s/files/output.log
2022-12-12 16:09:30,036 DEBUG   HandlerThread:91978 [handler.py:handle_request():139] handle_request: stop_status
2022-12-12 16:09:30,037 DEBUG   SenderThread:91978 [sender.py:send_request():317] send_request: stop_status
2022-12-12 16:09:36,260 DEBUG   HandlerThread:91978 [handler.py:handle_request():139] handle_request: partial_history
2022-12-12 16:09:36,273 DEBUG   HandlerThread:91978 [handler.py:handle_request():139] handle_request: partial_history
2022-12-12 16:09:36,275 DEBUG   SenderThread:91978 [sender.py:send():303] send: history
2022-12-12 16:09:36,275 DEBUG   SenderThread:91978 [sender.py:send():303] send: summary
2022-12-12 16:09:36,278 INFO    SenderThread:91978 [sender.py:_save_file():1171] saving file wandb-summary.json with policy end
2022-12-12 16:09:36,705 INFO    Thread-13 :91978 [dir_watcher.py:_on_file_modified():292] file/dir modified: /Users/slavapirogov/pix2pix/wandb/run-20221212_160811-32asnr0s/files/wandb-summary.json
2022-12-12 16:09:37,710 INFO    Thread-13 :91978 [dir_watcher.py:_on_file_modified():292] file/dir modified: /Users/slavapirogov/pix2pix/wandb/run-20221212_160811-32asnr0s/files/output.log
2022-12-12 16:09:42,669 DEBUG   SenderThread:91978 [sender.py:send():303] send: stats
2022-12-12 16:09:45,442 DEBUG   HandlerThread:91978 [handler.py:handle_request():139] handle_request: stop_status
2022-12-12 16:09:45,443 DEBUG   SenderThread:91978 [sender.py:send_request():317] send_request: stop_status
2022-12-12 16:09:47,748 INFO    Thread-13 :91978 [dir_watcher.py:_on_file_modified():292] file/dir modified: /Users/slavapirogov/pix2pix/wandb/run-20221212_160811-32asnr0s/files/output.log
2022-12-12 16:10:12,672 DEBUG   SenderThread:91978 [sender.py:send():303] send: stats
2022-12-12 16:10:42,676 DEBUG   SenderThread:91978 [sender.py:send():303] send: stats
2022-12-12 16:11:12,685 DEBUG   SenderThread:91978 [sender.py:send():303] send: stats
2022-12-12 16:11:42,684 DEBUG   SenderThread:91978 [sender.py:send():303] send: stats
2022-12-12 16:12:12,688 DEBUG   SenderThread:91978 [sender.py:send():303] send: stats
2022-12-12 16:12:42,695 DEBUG   SenderThread:91978 [sender.py:send():303] send: stats
2022-12-12 16:13:12,695 DEBUG   SenderThread:91978 [sender.py:send():303] send: stats
2022-12-12 16:13:42,699 DEBUG   SenderThread:91978 [sender.py:send():303] send: stats
2022-12-12 16:14:12,700 DEBUG   SenderThread:91978 [sender.py:send():303] send: stats
2022-12-12 16:14:42,705 DEBUG   SenderThread:91978 [sender.py:send():303] send: stats
2022-12-12 16:15:12,705 DEBUG   SenderThread:91978 [sender.py:send():303] send: stats
2022-12-12 16:15:42,707 DEBUG   SenderThread:91978 [sender.py:send():303] send: stats
2022-12-12 16:16:12,708 DEBUG   SenderThread:91978 [sender.py:send():303] send: stats
2022-12-12 16:16:42,711 DEBUG   SenderThread:91978 [sender.py:send():303] send: stats
2022-12-12 16:17:12,718 DEBUG   SenderThread:91978 [sender.py:send():303] send: stats
2022-12-12 16:17:42,724 DEBUG   SenderThread:91978 [sender.py:send():303] send: stats
2022-12-12 16:18:12,726 DEBUG   SenderThread:91978 [sender.py:send():303] send: stats
2022-12-12 16:18:42,737 DEBUG   SenderThread:91978 [sender.py:send():303] send: stats
2022-12-12 16:19:12,745 DEBUG   SenderThread:91978 [sender.py:send():303] send: stats
2022-12-12 16:19:42,752 DEBUG   SenderThread:91978 [sender.py:send():303] send: stats
2022-12-12 16:20:12,754 DEBUG   SenderThread:91978 [sender.py:send():303] send: stats
2022-12-12 16:20:42,759 DEBUG   SenderThread:91978 [sender.py:send():303] send: stats
2022-12-12 16:21:12,763 DEBUG   SenderThread:91978 [sender.py:send():303] send: stats
2022-12-12 16:21:42,770 DEBUG   SenderThread:91978 [sender.py:send():303] send: stats
2022-12-12 16:22:12,778 DEBUG   SenderThread:91978 [sender.py:send():303] send: stats
2022-12-12 16:22:42,783 DEBUG   SenderThread:91978 [sender.py:send():303] send: stats
2022-12-12 16:23:12,790 DEBUG   SenderThread:91978 [sender.py:send():303] send: stats
